StockCode,Description,ABC_Class,ObsolescenceRisk,AvgDailyDemand,DemandStd,DemandCV,LeadTimeDays,SafetyStock,ReorderPoint,CurrentStock,StockStatus,ExcessStock,DeficitStock,ExcessValue,DeficitValue,InventoryValue,ServiceLevelTarget,ServiceLevelAchievable,AnnualTurns,DaysOnHand,StatusColor,ActionPriority
22845,VINTAGE CREAM CAT FOOD CONTAINER,A,High,4.621052631578947,6.987788210248601,1.5121637357030002,3,18,32.0,40.0,Overstocked,5,0,31.84,0.0,254.68,0.92,0.979,42.2,8.7,#FF6B6B,Immediate
79067,CORONA MEXICAN TRAY,A,Low,8.477272727272727,11.030842239805644,1.3012253580467785,4,54,88.0,55.0,Understocked,0,33,0.0,122.89,204.81,0.99,0.82,56.3,6.5,#45B7D1,Immediate
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,A,Low,10.33739837398374,11.960307813757728,1.1569939922077865,4,59,100.0,131.0,Overstocked,21,0,44.04,0.0,274.73,0.99,1.0,28.8,12.7,#FF6B6B,Immediate
21667,GLASS CAKE COVER AND PLATE,A,Low,3.1037735849056602,2.643695988872645,0.8517683125243172,6,17,36.0,50.0,Overstocked,10,0,166.06,0.0,830.28,0.99,1.0,22.7,16.1,#FF6B6B,Immediate
21239,PINK  SPOTTY CUP,A,Low,19.535928143712574,26.517661906356043,1.3573791688464243,4,129,207.0,335.0,Overstocked,107,0,90.4,0.0,283.04,0.99,1.0,21.3,17.1,#FF6B6B,Immediate
21497,FANCY FONTS BIRTHDAY WRAP,A,Low,39.936102236421725,22.075680002646756,0.5527750272662748,5,148,348.0,399.0,Overstocked,16,0,6.71,0.0,167.39,0.99,0.999,36.5,10.0,#FF6B6B,Immediate
22842,BISCUIT TIN VINTAGE RED,A,Medium,5.7622377622377625,8.589182553013206,1.4905984284962237,3,29,46.0,32.0,Understocked,0,14,0.0,93.32,213.31,0.97,0.832,65.7,5.6,#45B7D1,Immediate
21452,TOADSTOOL MONEY BOX,A,Low,7.934497816593886,10.6293241907043,1.339634144012815,4,52,84.0,78.0,Understocked,0,6,0.0,17.66,229.53,0.99,0.981,37.1,9.8,#45B7D1,Immediate
22854,CREAM SWEETHEART EGG HOLDER,A,Medium,7.885714285714286,11.12265541653172,1.410481665139892,3,37,61.0,64.0,Optimal,0,0,0.0,0.0,314.85,0.97,0.979,45.0,8.1,#4ECDC4,Low
23534,WALL ART STOP FOR TEA ,A,Low,18.90566037735849,32.902691116815845,1.7403619053804789,4,157,233.0,342.0,Overstocked,86,0,507.7,0.0,2019.01,0.99,1.0,20.2,18.1,#FF6B6B,Immediate
21240,BLUE  SPOTTY CUP,A,Low,18.34659090909091,25.1797931414653,1.372450787518703,4,122,195.0,264.0,Overstocked,49,0,41.35,0.0,222.79,0.99,1.0,25.4,14.4,#FF6B6B,Immediate
22070,SMALL RED RETROSPOT MUG IN BOX ,A,Medium,7.121495327102804,10.919002069978896,1.533245697490475,3,36,57.0,59.0,Optimal,0,0,0.0,0.0,224.4,0.97,0.974,44.1,8.3,#4ECDC4,Low
23293,SET OF 12 FAIRY CAKE BAKING CASES,A,Low,54.36666666666667,58.117229157367525,1.0689864345315916,4,289,506.0,1002.0,Overstocked,445,0,367.31,0.0,827.07,0.99,1.0,19.8,18.4,#FF6B6B,Immediate
21934,SKULL SHOULDER BAG,A,Low,13.144578313253012,22.702919662734846,1.7271698735169498,4,108,161.0,227.0,Overstocked,50,0,82.01,0.0,372.32,0.99,1.0,21.1,17.3,#FF6B6B,Immediate
72802C,VANILLA SCENT CANDLE JEWELLED BOX,A,Low,7.4525139664804465,10.144004253555503,1.3611519950423052,4,49,79.0,68.0,Understocked,0,11,0.0,46.29,286.17,0.99,0.965,40.0,9.1,#45B7D1,Immediate
22575,METAL MERRY CHRISTMAS WREATH,A,High,18.458904109589042,21.557981708463934,1.1678906602729997,3,57,112.0,73.0,Understocked,0,39,0.0,75.77,141.83,0.92,0.667,92.3,4.0,#45B7D1,Immediate
21499,BLUE POLKADOT WRAP,A,Low,39.79099678456592,27.574615184107323,0.6929862886672628,5,171,370.0,270.0,Understocked,0,100,0.0,41.92,113.2,0.99,0.834,53.8,6.8,#45B7D1,Immediate
84884A,ANT WHITE WIRE HEART SPIRAL,A,Low,6.647058823529412,8.092016449756128,1.2173830057155237,4,40,67.0,58.0,Understocked,0,9,0.0,35.65,229.76,0.99,0.967,41.8,8.7,#45B7D1,Immediate
23126,FELTCRAFT GIRL AMELIE KIT,A,Low,7.564285714285714,7.980381262673868,1.0550079100796426,4,40,70.0,52.0,Understocked,0,18,0.0,89.88,259.66,0.99,0.899,53.1,6.9,#45B7D1,Immediate
22331,WOODLAND PARTY BAG + STICKER SET,A,Low,12.947791164658634,22.498057378964518,1.7375981040205226,4,107,159.0,124.0,Understocked,0,35,0.0,57.62,204.12,0.99,0.941,38.1,9.6,#45B7D1,Immediate
21078,SET/20 STRAWBERRY PAPER NAPKINS ,A,Low,20.910828025477706,29.467559635600615,1.409200993843831,4,143,227.0,211.0,Understocked,0,16,0.0,13.51,178.14,0.99,0.981,36.2,10.1,#45B7D1,Immediate
21588,RETROSPOT GIANT TUBE MATCHES,A,Medium,10.828125,14.02938728030319,1.29564326975383,3,47,79.0,60.0,Understocked,0,19,0.0,48.14,152.02,0.97,0.863,65.9,5.5,#45B7D1,Immediate
22443,GROW YOUR OWN HERBS SET OF 3,A,Low,3.940828402366864,5.549242914913016,1.4081412201506,4,27,43.0,79.0,Overstocked,32,0,253.74,0.0,626.42,0.99,1.0,18.2,20.0,#FF6B6B,Immediate
22737,RIBBON REEL CHRISTMAS PRESENT ,A,High,21.36551724137931,22.77938084257079,1.066175023296567,3,62,126.0,78.0,Understocked,0,48,0.0,81.59,132.58,0.92,0.624,100.0,3.7,#45B7D1,Immediate
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,A,Low,14.473684210526315,24.820934170406836,1.714900906319018,4,119,177.0,228.0,Overstocked,33,0,82.65,0.0,571.05,0.99,1.0,23.2,15.8,#FF6B6B,Immediate
22592,CARDHOLDER HOLLY WREATH METAL,A,Low,10.84251968503937,12.981932008763756,1.197316895506897,4,64,107.0,119.0,Overstocked,1,0,3.83,0.0,456.15,0.99,0.997,33.3,11.0,#FF6B6B,Immediate
23133,LARGE IVORY HEART WALL ORGANISER,A,Low,7.721649484536083,20.64619732341832,2.673806595956712,4,97,128.0,253.0,Overstocked,112,0,899.04,0.0,2030.87,0.99,1.0,11.1,32.8,#FF6B6B,Immediate
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,A,High,31.091503267973856,26.364190096337953,0.8479548212612376,3,75,168.0,112.0,Understocked,0,56,0.0,61.79,123.59,0.92,0.637,101.3,3.6,#45B7D1,Immediate
23132,SMALL IVORY HEART WALL ORGANISER,A,Low,10.515463917525773,24.116519840342264,2.2934337495227446,4,114,156.0,171.0,Optimal,0,0,0.0,0.0,976.72,0.99,0.996,22.4,16.3,#4ECDC4,Low
47599B,BLUE PARTY BAGS ,A,Low,12.090047393364928,20.88098806040308,1.7271221014288711,4,100,148.0,289.0,Overstocked,126,0,263.17,0.0,603.62,0.99,1.0,15.3,23.9,#FF6B6B,Immediate
35004B,SET OF 3 BLACK FLYING DUCKS,A,Low,11.654205607476635,13.79438141277456,1.183639784416101,4,68,115.0,207.0,Overstocked,80,0,373.35,0.0,966.03,0.99,1.0,20.5,17.8,#FF6B6B,Immediate
22498,WOODEN REGATTA BUNTING,A,Low,3.9627906976744187,4.296109044621372,1.0841120241708861,4,21,37.0,64.0,Overstocked,23,0,136.74,0.0,380.5,0.99,1.0,22.6,16.2,#FF6B6B,Immediate
46000S,POLYESTER FILLER PAD 40x40cm,A,Low,13.51953125,15.010310488323762,1.1102685596679813,4,74,128.0,114.0,Understocked,0,14,0.0,20.3,165.3,0.99,0.97,43.3,8.4,#45B7D1,Immediate
22130,PARTY CONE CHRISTMAS DECORATION ,A,High,33.94252873563219,26.629053767477213,0.7845335854285531,3,78,180.0,136.0,Understocked,0,44,0.0,37.39,115.57,0.92,0.732,91.1,4.0,#45B7D1,Immediate
22971,QUEENS GUARD COFFEE MUG,A,Low,14.231292517006803,15.048354949100636,1.0574130867675877,4,75,132.0,198.0,Overstocked,53,0,132.87,0.0,496.36,0.99,1.0,26.2,13.9,#FF6B6B,Immediate
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,A,Low,26.80952380952381,25.266870533245285,0.9424587587889005,5,145,279.0,528.0,Overstocked,221,0,683.17,0.0,1632.19,0.99,1.0,18.5,19.7,#FF6B6B,Immediate
23158,SET OF 5 LUCKY CAT MAGNETS ,A,Low,20.278688524590162,30.555805144323774,1.5067939481032744,4,147,228.0,304.0,Overstocked,53,0,115.23,0.0,660.95,0.99,1.0,24.3,15.0,#FF6B6B,Immediate
20983,12 PENCILS TALL TUBE RED RETROSPOT,A,Medium,17.568862275449103,19.961969560434802,1.1362129913403585,3,68,121.0,164.0,Overstocked,31,0,26.34,0.0,139.37,0.97,0.999,39.1,9.3,#FF6B6B,Immediate
11001,ASSTD DESIGN RACING CAR PEN,A,Low,20.397260273972602,21.282493842740173,1.0433996309738298,4,106,188.0,173.0,Understocked,0,15,0.0,26.15,301.59,0.99,0.978,43.0,8.5,#45B7D1,Immediate
21491,SET OF THREE VINTAGE GIFT WRAPS,A,Medium,31.788235294117648,37.73910884128629,1.1872036460064155,3,128,223.0,369.0,Overstocked,124,0,238.38,0.0,709.37,0.97,1.0,31.4,11.6,#FF6B6B,Immediate
84832,ZINC WILLIE WINKIE  CANDLE STICK,A,Low,20.65972222222222,20.596729619109688,0.996950946269511,5,117,220.0,172.0,Understocked,0,48,0.0,41.27,147.88,0.99,0.913,43.8,8.3,#45B7D1,Immediate
22460,EMBOSSED GLASS TEALIGHT HOLDER,A,Low,20.064039408866996,21.578106741164582,1.0754617403526663,4,107,187.0,184.0,Understocked,0,3,0.0,3.78,231.73,0.99,0.988,39.8,9.2,#45B7D1,Immediate
23118,PARISIENNE JEWELLERY DRAWER ,A,Low,6.327272727272727,10.896602526576123,1.7221641924186402,4,52,77.0,88.0,Overstocked,3,0,22.42,0.0,657.58,0.99,0.997,26.2,13.9,#FF6B6B,Immediate
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,A,Low,11.087452471482889,10.614513431793505,0.9573446613723223,5,61,116.0,146.0,Overstocked,18,0,30.38,0.0,246.41,0.99,1.0,27.7,13.2,#FF6B6B,Immediate
22780,LIGHT GARLAND BUTTERFILES PINK,A,Low,9.734375,14.823626797019775,1.522812383642481,4,71,110.0,95.0,Understocked,0,15,0.0,63.01,399.08,0.99,0.966,37.4,9.8,#45B7D1,Immediate
22894,TABLECLOTH RED APPLES DESIGN ,A,Low,4.307086614173229,6.403758582621765,1.4867958683600806,4,31,48.0,32.0,Understocked,0,16,0.0,148.53,297.06,0.99,0.867,49.1,7.4,#45B7D1,Immediate
22357,KINGS CHOICE BISCUIT TIN,A,Low,5.563380281690141,5.819775317502653,1.0460861963106034,4,29,51.0,72.0,Overstocked,16,0,67.43,0.0,303.44,0.99,1.0,28.2,12.9,#FF6B6B,Immediate
22186,RED STAR CARD HOLDER,A,Low,12.170886075949367,13.050218065862211,1.072248806243489,4,65,114.0,106.0,Understocked,0,8,0.0,21.77,288.48,0.99,0.98,41.9,8.7,#45B7D1,Immediate
16161P,WRAP ENGLISH ROSE ,A,Low,41.82014388489208,24.37485589658373,0.582849642116831,5,160,369.0,506.0,Overstocked,100,0,41.99,0.0,212.48,0.99,1.0,30.2,12.1,#FF6B6B,Immediate
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,A,High,59.68390804597701,62.503993626975344,1.047250350610853,3,170,349.0,255.0,Understocked,0,94,0.0,63.9,173.34,0.92,0.735,85.4,4.3,#45B7D1,Immediate
85132C,CHARLIE AND LOLA FIGURES TINS,A,Low,14.443609022556391,18.67075720893691,1.2926656474693434,4,91,149.0,182.0,Overstocked,18,0,77.56,0.0,784.2,0.99,0.999,29.0,12.6,#FF6B6B,Immediate
22148,EASTER CRAFT 4 CHICKS ,A,High,21.152,30.116723464846967,1.4238239156981356,3,78,141.0,183.0,Overstocked,28,0,54.01,0.0,352.97,0.92,0.984,42.2,8.7,#FF6B6B,Immediate
21586,KINGS CHOICE GIANT TUBE MATCHES,A,Low,12.417177914110429,15.785137544390027,1.2712339030314104,4,77,127.0,73.0,Understocked,0,54,0.0,136.25,184.19,0.99,0.76,62.1,5.9,#45B7D1,Immediate
22746,POPPY'S PLAYHOUSE LIVINGROOM ,A,Low,10.76036866359447,12.82819867888471,1.1921709264745106,4,63,106.0,107.0,Optimal,0,0,0.0,0.0,226.95,0.99,0.991,36.7,9.9,#4ECDC4,Low
23296,SET OF 6 TEA TIME BAKING CASES,A,Low,35.9646017699115,41.69359517521414,1.1592953382872042,4,205,349.0,245.0,Understocked,0,104,0.0,128.96,303.79,0.99,0.874,53.6,6.8,#45B7D1,Immediate
21592,RETROSPOT CIGAR BOX MATCHES ,A,Medium,14.164835164835164,15.596896186513412,1.1010997307779058,3,53,95.0,57.0,Understocked,0,38,0.0,47.24,70.86,0.97,0.696,90.7,4.0,#45B7D1,Immediate
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,A,Low,22.812734082397004,27.883797320720273,1.2222909020903485,4,137,228.0,453.0,Overstocked,202,0,170.01,0.0,381.27,0.99,1.0,18.4,19.9,#FF6B6B,Immediate
23162,REGENCY TEA STRAINER,A,Low,14.177083333333334,18.50177504523719,1.3050480560931448,4,90,147.0,145.0,Understocked,0,2,0.0,7.45,540.44,0.99,0.989,35.7,10.2,#45B7D1,Immediate
82599,FANNY'S REST STOPMETAL SIGN,A,Low,10.361233480176212,10.925001539990081,1.0544112880857772,4,54,95.0,163.0,Overstocked,58,0,120.75,0.0,339.36,0.99,1.0,23.2,15.7,#FF6B6B,Immediate
22978,PANTRY ROLLING PIN,A,Low,10.341269841269842,12.634025612393035,1.2217093071078453,4,62,103.0,91.0,Understocked,0,12,0.0,44.94,340.81,0.99,0.969,41.5,8.8,#45B7D1,Immediate
85175,CACTI T-LIGHT CANDLES,A,Low,42.56928838951311,34.17939559626957,0.8029120732187203,5,204,417.0,635.0,Overstocked,176,0,73.9,0.0,266.64,0.99,1.0,24.5,14.9,#FF6B6B,Immediate
23204,CHARLOTTE BAG APPLES DESIGN,A,Low,34.44970414201183,36.823729287002195,1.0689127876165185,4,183,321.0,527.0,Overstocked,174,0,147.02,0.0,445.3,0.99,1.0,23.9,15.3,#FF6B6B,Immediate
21056,DOCTOR'S BAG SOFT TOY,A,Low,3.608108108108108,6.883515886102069,1.9077909197436447,4,33,47.0,65.0,Overstocked,13,0,119.47,0.0,597.37,0.99,1.0,20.3,18.0,#FF6B6B,Immediate
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,A,Low,8.794871794871796,13.96014113740482,1.5873046774308686,4,67,102.0,123.0,Overstocked,11,0,32.06,0.0,358.52,0.99,0.999,26.1,14.0,#FF6B6B,Immediate
82580,BATHROOM METAL SIGN,A,Low,18.436681222707424,18.040718820765733,0.9785231193641291,5,103,195.0,218.0,Overstocked,3,0,1.67,0.0,121.34,0.99,0.998,30.9,11.8,#FF6B6B,Immediate
22433,WATERING CAN GREEN DINOSAUR,A,Low,11.622727272727273,15.574491257057089,1.3400031586048335,4,76,122.0,125.0,Optimal,0,0,0.0,0.0,242.56,0.99,0.992,33.9,10.8,#4ECDC4,Low
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,A,Low,59.891891891891895,56.872471627752,0.9495854919796136,5,327,626.0,1186.0,Overstocked,497,0,278.97,0.0,665.71,0.99,1.0,18.4,19.8,#FF6B6B,Immediate
23154,SET OF 4 JAM JAR MAGNETS,A,Low,17.237037037037037,23.220297158101964,1.347116508957355,4,113,182.0,318.0,Overstocked,118,0,246.39,0.0,664.01,0.99,1.0,19.8,18.4,#FF6B6B,Immediate
22156,HEART DECORATION WITH PEARLS ,A,Medium,20.389705882352942,22.05851754364147,1.0818457937018535,3,75,136.0,265.0,Overstocked,115,0,98.59,0.0,227.18,0.97,1.0,28.1,13.0,#FF6B6B,Immediate
23052,RECYCLED ACAPULCO MAT TURQUOISE,A,Low,4.642276422764228,3.8901516707353205,0.8379836348519166,5,23,46.0,32.0,Understocked,0,14,0.0,115.45,263.9,0.99,0.814,53.0,6.9,#45B7D1,Immediate
79000,MOROCCAN TEA GLASS,A,Low,26.492822966507177,20.425784896232564,0.7709931449002358,5,123,255.0,407.0,Overstocked,126,0,106.76,0.0,344.84,0.99,1.0,23.8,15.4,#FF6B6B,Immediate
22896,PEG BAG APPLES DESIGN,A,Low,9.86,15.349542084735148,1.5567486901354106,4,74,113.0,216.0,Overstocked,92,0,237.54,0.0,557.7,0.99,1.0,16.7,21.9,#FF6B6B,Immediate
21407,BROWN CHECK CAT DOORSTOP ,A,Low,4.926724137931035,6.009283694499142,1.2197321234678922,4,29,49.0,38.0,Understocked,0,11,0.0,46.34,160.09,0.99,0.926,47.3,7.7,#45B7D1,Immediate
21363,HOME SMALL WOOD LETTERS,A,Low,4.095652173913043,3.660180903357225,0.8936747428579213,5,21,41.0,25.0,Understocked,0,16,0.0,79.2,123.75,0.99,0.689,59.8,6.1,#45B7D1,Immediate
20978,36 PENCILS TUBE SKULLS,A,Low,14.16044776119403,17.04126966246563,1.2034414412492198,4,84,141.0,227.0,Overstocked,72,0,89.78,0.0,283.05,0.99,1.0,22.8,16.0,#FF6B6B,Immediate
22563,HAPPY STENCIL CRAFT,A,Low,14.039855072463768,23.622066847774725,1.6825007612866643,4,113,169.0,230.0,Overstocked,44,0,55.0,0.0,287.52,0.99,1.0,22.3,16.4,#FF6B6B,Immediate
21116,OWL DOORSTOP,A,Low,4.830845771144278,6.977911133075178,1.4444491634893006,4,34,53.0,93.0,Overstocked,35,0,172.36,0.0,457.97,0.99,1.0,19.0,19.3,#FF6B6B,Immediate
22906,12 MESSAGE CARDS WITH ENVELOPES,A,Low,16.359550561797754,19.08455594199349,1.166569697003723,4,94,159.0,113.0,Understocked,0,46,0.0,75.53,185.53,0.99,0.881,52.8,6.9,#45B7D1,Immediate
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,A,High,11.485294117647058,18.865476050515554,1.6425766599680638,3,48,82.0,139.0,Overstocked,49,0,103.47,0.0,293.52,0.92,0.999,30.2,12.1,#FF6B6B,Immediate
23263,SET OF 3 WOODEN HEART DECORATIONS,A,Medium,28.503937007874015,26.200652486649243,0.9191941618244348,4,107,221.0,177.0,Understocked,0,44,0.0,56.64,227.84,0.97,0.865,58.8,6.2,#45B7D1,Immediate
22200,FRYING PAN PINK POLKADOT ,A,Low,6.604651162790698,10.886204661147271,1.648263381793425,4,52,78.0,58.0,Understocked,0,20,0.0,84.58,245.28,0.99,0.921,41.6,8.8,#45B7D1,Immediate
23159,SET OF 5 PANCAKE DAY MAGNETS,A,Low,18.264,25.121685786869353,1.3754755687072577,4,122,195.0,146.0,Understocked,0,49,0.0,102.29,304.78,0.99,0.918,45.7,8.0,#45B7D1,Immediate
22483,RED GINGHAM TEDDY BEAR ,A,Low,7.710900473933649,10.008892457854897,1.298018628523284,4,49,80.0,138.0,Overstocked,50,0,147.59,0.0,407.36,0.99,1.0,20.4,17.9,#FF6B6B,Immediate
23582,VINTAGE DOILY JUMBO BAG RED ,A,Medium,65.11428571428571,40.139295275454,0.6164437624576087,4,180,440.0,659.0,Overstocked,175,0,362.64,0.0,1365.62,0.97,1.0,36.1,10.1,#FF6B6B,Immediate
23247,BISCUIT TIN 50'S CHRISTMAS,A,High,16.7319587628866,17.026643009264877,1.017612059087303,3,47,97.0,125.0,Overstocked,18,0,53.81,0.0,373.67,0.92,0.988,48.9,7.5,#FF6B6B,Immediate
84971S,SMALL HEART FLOWERS HOOK ,A,Low,21.959349593495936,18.955112766306826,0.863190992319785,5,111,221.0,229.0,Optimal,0,0,0.0,0.0,196.37,0.99,0.994,35.0,10.4,#4ECDC4,Low
21787,RAIN PONCHO RETROSPOT,A,Medium,23.898230088495577,20.040254965336953,0.8385664917915481,4,84,180.0,327.0,Overstocked,129,0,111.61,0.0,282.92,0.97,1.0,26.7,13.7,#FF6B6B,Immediate
21713,CITRONELLA CANDLE FLOWERPOT,A,Low,12.428571428571429,20.194914866524343,1.624878207651384,4,97,147.0,160.0,Optimal,0,0,0.0,0.0,329.4,0.99,0.996,28.4,12.9,#4ECDC4,Low
23188,VINTAGE  2 METER FOLDING RULER,A,Medium,23.74137931034483,21.36641846639159,0.8999653384536762,4,88,183.0,316.0,Overstocked,115,0,196.7,0.0,540.49,0.97,1.0,27.4,13.3,#FF6B6B,Immediate
22222,CAKE PLATE LOVEBIRD WHITE,A,Low,5.362445414847161,8.668585405998282,1.61653587782867,4,42,63.0,73.0,Overstocked,4,0,18.77,0.0,342.6,0.99,0.998,26.8,13.6,#FF6B6B,Immediate
22489,PACK OF 12 TRADITIONAL CRAYONS,A,Low,34.36538461538461,27.588288334505318,0.8027929453801212,5,164,336.0,358.0,Optimal,0,0,0.0,0.0,153.11,0.99,0.996,35.0,10.4,#4ECDC4,Low
23480,MINI LIGHTS WOODLAND MUSHROOMS,A,Low,34.0,36.363901514184825,1.069526515123083,4,181,317.0,379.0,Overstocked,30,0,112.05,0.0,1415.58,0.99,0.999,32.7,11.1,#FF6B6B,Immediate
16156S,WRAP PINK FAIRY CAKES ,A,Low,40.00738007380074,26.13029923145503,0.6531369758092892,5,165,365.0,348.0,Understocked,0,17,0.0,7.12,145.68,0.99,0.982,42.0,8.7,#45B7D1,Immediate
22583,PACK OF 6 HANDBAG GIFT BOXES,A,Low,9.3125,13.357204852287348,1.4343307223932722,4,65,102.0,165.0,Overstocked,53,0,134.98,0.0,420.23,0.99,1.0,20.6,17.7,#FF6B6B,Immediate
22378,WALL TIDY RETROSPOT ,A,Medium,11.954337899543379,19.728378407323497,1.6503112571443261,3,66,102.0,128.0,Overstocked,16,0,32.27,0.0,258.2,0.97,0.996,34.1,10.7,#FF6B6B,Immediate
22065,CHRISTMAS PUDDING TRINKET POT ,A,High,33.325301204819276,44.099916425052385,1.3233163641646233,3,115,215.0,182.0,Understocked,0,33,0.0,37.26,205.49,0.92,0.841,66.8,5.5,#45B7D1,Immediate
85063,CREAM SWEETHEART MAGAZINE RACK,A,Low,2.564814814814815,2.2724401152803733,0.8860055323114813,6,15,30.0,55.0,Overstocked,22,0,367.88,0.0,919.69,0.99,1.0,17.0,21.4,#FF6B6B,Immediate
22276,WASH BAG VINTAGE ROSE PAISLEY,A,Medium,8.685714285714285,15.804011534665275,1.8195408016884365,3,52,78.0,84.0,Optimal,0,0,0.0,0.0,213.4,0.97,0.981,37.7,9.7,#4ECDC4,Low
23314,VINTAGE CHRISTMAS TABLECLOTH,A,High,5.712121212121212,12.186707956452016,2.1334820295114936,3,31,48.0,63.0,Overstocked,10,0,124.44,0.0,783.98,0.92,0.983,33.1,11.0,#FF6B6B,Immediate
37446,MINI CAKE STAND WITH HANGING CAKES,A,Low,16.121951219512194,18.55436516732153,1.150875902965481,4,91,155.0,288.0,Overstocked,118,0,167.8,0.0,409.54,0.99,1.0,20.4,17.9,#FF6B6B,Immediate
22377,BOTTLE BAG RETROSPOT ,A,Medium,12.135265700483092,18.67637162537881,1.5390162923779511,3,62,98.0,141.0,Overstocked,33,0,67.63,0.0,288.97,0.97,0.999,31.4,11.6,#FF6B6B,Immediate
23010,CIRCUS PARADE BABY GIFT SET,A,Low,3.8513513513513513,5.6898911380212205,1.4773752428546327,5,31,50.0,34.0,Understocked,0,16,0.0,263.49,559.91,0.99,0.866,41.3,8.8,#45B7D1,Immediate
20977,36 PENCILS TUBE WOODLAND,A,Low,14.461538461538462,14.780698330998097,1.0220695654413579,4,74,132.0,252.0,Overstocked,107,0,133.69,0.0,314.85,0.99,1.0,20.9,17.4,#FF6B6B,Immediate
21900,"KEY FOB , SHED",A,Low,18.472826086956523,19.43939988118947,1.0523240888905154,4,97,171.0,247.0,Overstocked,59,0,39.41,0.0,164.98,0.99,1.0,27.3,13.4,#FF6B6B,Immediate
22196,SMALL HEART MEASURING SPOONS,A,Low,15.104651162790697,15.645697492401245,1.0358198493814528,4,78,138.0,138.0,Optimal,0,0,0.0,0.0,118.31,0.99,0.99,40.0,9.1,#4ECDC4,Low
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,A,Low,19.507042253521128,19.961930604508044,1.023319186223878,4,100,178.0,126.0,Understocked,0,52,0.0,86.29,209.1,0.99,0.868,56.5,6.5,#45B7D1,Immediate
21985,PACK OF 12 HEARTS DESIGN TISSUES ,A,Low,37.31218274111675,35.62458344108384,0.9547708234669093,5,205,392.0,663.0,Overstocked,232,0,72.3,0.0,206.61,0.99,1.0,20.5,17.8,#FF6B6B,Immediate
22582,PACK OF 6 SWEETIE GIFT BOXES,A,Low,10.034285714285714,12.696681231160929,1.2653298493469036,4,62,102.0,146.0,Overstocked,34,0,86.69,0.0,372.24,0.99,1.0,25.1,14.6,#FF6B6B,Immediate
22412,METAL SIGN NEIGHBOURHOOD WITCH ,A,Low,9.406113537117903,12.294491606579172,1.307074548703171,4,60,98.0,127.0,Overstocked,19,0,39.74,0.0,265.66,0.99,1.0,27.0,13.5,#FF6B6B,Immediate
22218,CAKE STAND LACE WHITE,A,Low,8.328358208955224,13.072830183765824,1.5696767424951794,4,63,96.0,177.0,Overstocked,71,0,298.12,0.0,743.2,0.99,1.0,17.2,21.3,#FF6B6B,Immediate
21700,BIG DOUGHNUT FRIDGE MAGNETS,A,Low,21.907563025210084,17.37838591439613,0.7932596562382583,5,104,214.0,360.0,Overstocked,125,0,105.82,0.0,304.75,0.99,1.0,22.2,16.4,#FF6B6B,Immediate
22945,CHRISTMAS METAL TAGS ASSORTED ,A,High,41.13709677419355,34.348130368266574,0.8349672937982856,3,98,221.0,161.0,Understocked,0,60,0.0,52.38,140.55,0.92,0.704,93.3,3.9,#45B7D1,Immediate
22175,PINK OWL SOFT TOY,A,Low,7.192660550458716,12.453028476417826,1.731352173379519,4,59,88.0,85.0,Understocked,0,3,0.0,8.82,249.77,0.99,0.986,30.9,11.8,#45B7D1,Immediate
22318,FIVE HEART HANGING DECORATION,A,Medium,6.981395348837209,6.370172015090914,0.9124496890370063,4,26,54.0,47.0,Understocked,0,7,0.0,20.6,138.34,0.97,0.915,54.2,6.7,#45B7D1,Immediate
22199,FRYING PAN RED POLKADOT ,A,Low,5.507692307692308,7.209936750490574,1.309066728441026,4,35,57.0,92.0,Overstocked,29,0,122.48,0.0,388.56,0.99,1.0,21.9,16.7,#FF6B6B,Immediate
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,A,Low,9.645,14.459750930943613,1.4991965713782907,4,70,109.0,60.0,Understocked,0,49,0.0,140.46,171.99,0.99,0.763,58.7,6.2,#45B7D1,Immediate
84467,ENGLISH ROSE DESIGN QUILTED THROW,A,Low,9.870967741935484,11.797575839931046,1.1951792517577202,5,66,115.0,156.0,Overstocked,29,0,696.3,0.0,3745.59,0.99,1.0,23.1,15.8,#FF6B6B,Immediate
21471,STRAWBERRY RAFFIA FOOD COVER,A,High,7.1976744186046515,11.0509926705472,1.5353560091551846,3,28,50.0,82.0,Overstocked,27,0,100.56,0.0,305.4,0.92,0.999,32.0,11.4,#FF6B6B,Immediate
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,A,High,30.048780487804876,26.85977589213302,0.8938724119946866,3,76,166.0,301.0,Overstocked,118,0,438.17,0.0,1117.71,0.92,1.0,36.4,10.0,#FF6B6B,Immediate
