StockCode,Description,ABC_Class,ObsolescenceRisk,ObsolescenceType,DemandStability,DemandCV,AvgDailyDemand,DemandStd,DaysWithSales,AvgUnitPrice,TotalRevenue,LeadTimeDays,LeadTimeStd,SafetyStock,ReorderPoint,CurrentStock,StockStatus,StatusReason,ExcessStock,DeficitStock,ExcessValue,DeficitValue,InventoryValue,DailyHoldingCost,ExcessHoldingCost,ServiceLevelTarget,ServiceLevelAchievable,StockoutRisk,ServiceLevelGap,AnnualTurns,DaysOnHand,YearMonth,AnalysisDate,IsOverstocked,IsUnderstocked,IsOptimal,InventoryValueSafe,ExcessValuePct,StockoutRiskPct,ServiceLevelGapPct,ServiceLevelTargetPct,ServiceLevelAchievablePct,StatusColor,ABC_Color,ActionPriority,RiskScore,Category,Recommendation,ImpactValue
82551,LAUNDRY 15C METAL SIGN,A,Low,Stable,Volatile,1.419352933641077,13.53735632183908,19.21428640914688,348,1.3871863026819924,6389.4,4,0.8,93,147.0,210.0,Overstocked,Overstocked: Stock 210.0 > tolerance 162,48,0,66.58,0.0,291.31,0.2,0.05,0.99,1.0,0.0,-0.01,23.5,15.5,2026-02,2026-02-10,1,0,0,291.31,0.2285537743297518,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 48 units to 147,66.58
23171,REGENCY TEA PLATE GREEN ,A,Low,Stable,Volatile,1.171889411912487,31.787401574803148,37.25131933772212,127,1.6732939632545931,6381.209999999999,4,0.8,183,310.0,322.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,538.8,0.37,0.0,0.99,0.993,0.007,-0.003,36.0,10.1,2026-02,2026-02-10,0,0,1,538.8,0.0,0.7000000000000001,-0.3,99.0,99.3,#4ECDC4,#FFD700,Low,60,A-Optimal,Maintain current levels,0.0
22810,SET OF 6 T-LIGHTS SNOWMEN,A,Low,Stable,Volatile,1.2207521747088563,16.88372093023256,20.610839042758833,129,3.060387596899225,6380.18,4,0.8,101,169.0,113.0,Understocked,Understocked by 56 units,0,56,0.0,171.38,345.82,0.24,0.0,0.99,0.853,0.147,0.137,54.5,6.7,2026-02,2026-02-10,0,1,0,345.82,0.0,14.7,13.700000000000001,99.0,85.3,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 56 units to 169,171.38
22329,ROUND CONTAINER SET OF 5 RETROSPOT,A,Medium,Fashion,Volatile,1.3564887304571172,14.341637010676157,19.454268981288905,281,1.6398576512455514,6366.099999999999,3,0.6,65,108.0,163.0,Overstocked,Overstocked: Stock 163.0 > tolerance 119,44,0,72.15,0.0,267.3,0.18,0.05,0.97,1.0,0.0,-0.03,32.1,11.4,2026-02,2026-02-10,1,0,0,267.3,0.26992143658810325,0.0,-3.0,97.0,100.0,#FF6B6B,#FFD700,Critical,95,A-Overstocked,Reduce by 44 units to 108,72.15
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,A,Low,Stable,Volatile,1.5006205092661569,13.064676616915422,19.60512167827327,201,2.535314498933902,6350.7,4,0.8,94,146.0,187.0,Overstocked,Overstocked: Stock 187.0 > tolerance 161,26,0,65.92,0.0,474.1,0.32,0.05,0.99,1.0,0.0,-0.01,25.5,14.3,2026-02,2026-02-10,1,0,0,474.1,0.13904239611896224,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 26 units to 146,65.92
22669,RED BABY BUNTING ,A,Low,Stable,Moderate,0.9505469171573528,10.71078431372549,10.181103009749098,204,2.9415032679738564,6325.75,5,1.0,59,113.0,187.0,Overstocked,Overstocked: Stock 187.0 > tolerance 124,63,0,185.31,0.0,550.06,0.38,0.13,0.99,1.0,0.0,-0.01,20.9,17.5,2026-02,2026-02-10,1,0,0,550.06,0.336890521034069,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,70,A-Overstocked,Reduce by 63 units to 113,185.31
23080,RED METAL BOX TOP SECRET,A,Low,Stable,Volatile,1.7188983817394048,6.591666666666667,11.33040516629891,120,8.314479166666667,6319.89,4,0.8,54,80.0,102.0,Overstocked,Overstocked: Stock 102.0 > tolerance 88,14,0,116.4,0.0,848.08,0.58,0.08,0.99,0.999,0.001,-0.009,23.6,15.5,2026-02,2026-02-10,1,0,0,848.08,0.13725120271672483,0.1,-0.8999999999999999,99.0,99.9,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 14 units to 80,116.4
22141,CHRISTMAS CRAFT TREE TOP ANGEL,A,High,Seasonal,Volatile,1.149617594342455,25.52892561983471,29.348502057221843,121,2.135876146351353,6304.09,3,0.9,78,155.0,276.0,Overstocked,Overstocked: Stock 276.0 > tolerance 170,106,0,226.4,0.0,589.5,0.4,0.16,0.92,1.0,0.0,-0.08,33.8,10.8,2026-02,2026-02-10,1,0,0,589.5,0.3840542832909245,0.0,-8.0,92.0,100.0,#FF6B6B,#FFD700,Critical,100,A-Overstocked,Reduce by 106 units to 155,226.4
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,A,Low,Stable,Moderate,0.8434884603687849,17.978947368421053,15.165034634840891,95,3.72940701754386,6285.0,5,1.0,89,179.0,238.0,Overstocked,Overstocked: Stock 238.0 > tolerance 197,41,0,152.91,0.0,887.6,0.61,0.1,0.99,1.0,0.0,-0.01,27.6,13.2,2026-02,2026-02-10,1,0,0,887.6,0.1722735466426318,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,70,A-Overstocked,Reduce by 41 units to 179,152.91
22689,DOORMAT MERRY CHRISTMAS RED ,A,High,Seasonal,Volatile,1.2436451870012482,7.132743362831858,8.870601953300937,113,8.393659292035398,6271.54,3,0.9,23,44.0,59.0,Overstocked,Overstocked: Stock 59.0 > tolerance 48,11,0,92.33,0.0,495.23,0.34,0.06,0.92,0.988,0.012,-0.068,44.1,8.3,2026-02,2026-02-10,1,0,0,495.23,0.1864386244775155,1.2,-6.800000000000001,92.0,98.8,#FF6B6B,#FFD700,Critical,100,A-Overstocked,Reduce by 11 units to 44,92.33
21976,PACK OF 60 MUSHROOM CAKE CASES,A,Low,Stable,Volatile,1.5141673681103451,29.32603406326034,44.40452381468124,411,0.549080697485807,6253.7300000000005,4,0.8,214,331.0,601.0,Overstocked,Overstocked: Stock 601.0 > tolerance 364,237,0,130.13,0.0,330.0,0.23,0.09,0.99,1.0,0.0,-0.01,17.8,20.5,2026-02,2026-02-10,1,0,0,330.0,0.3943333333333333,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 237 units to 331,130.13
22348,TEA BAG PLATE RED RETROSPOT,A,Medium,Fashion,Moderate,0.8996412456230691,19.613333333333333,17.644963630820463,375,0.8557199999999999,6250.969999999999,4,0.8,73,151.0,167.0,Overstocked,Overstocked: Stock 167.0 > tolerance 166,1,0,0.86,0.0,142.91,0.1,0.0,0.97,0.989,0.011,-0.019,42.9,8.5,2026-02,2026-02-10,1,0,0,142.91,0.006017773423833182,1.0999999999999999,-1.9,97.0,98.9,#FF6B6B,#FFD700,Critical,85,A-Overstocked,Reduce by 1 units to 151,0.86
22798,ANTIQUE GLASS DRESSING TABLE POT,A,Low,Stable,Volatile,1.2239742664799178,13.151515151515152,16.097116110675284,165,2.965030303030303,6238.820000000001,4,0.8,79,132.0,93.0,Understocked,Understocked by 39 units,0,39,0.0,115.64,275.75,0.19,0.0,0.99,0.883,0.117,0.107,51.6,7.1,2026-02,2026-02-10,0,1,0,275.75,0.0,11.700000000000001,10.7,99.0,88.3,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 39 units to 132,115.64
21932,SCANDINAVIAN PAISLEY PICNIC BAG,A,Low,Stable,Volatile,1.3734259002427662,10.822695035460994,14.86416967213093,282,2.3495045311268714,6238.3,4,0.8,72,115.0,62.0,Understocked,Understocked by 53 units,0,53,0.0,124.52,145.67,0.1,0.0,0.99,0.727,0.273,0.263,63.7,5.7,2026-02,2026-02-10,0,1,0,145.67,0.0,27.3,26.3,99.0,72.7,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 53 units to 115,124.52
47556B,TEA TIME TEA TOWELS ,A,Low,Stable,Moderate,0.7232366152484289,9.590909090909092,6.936496628064478,220,2.9487272727272726,6219.700000000001,5,1.0,42,90.0,147.0,Overstocked,Overstocked: Stock 147.0 > tolerance 99,48,0,141.54,0.0,433.46,0.3,0.1,0.99,1.0,0.0,-0.01,23.8,15.3,2026-02,2026-02-10,1,0,0,433.46,0.32653532044479305,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,70,A-Overstocked,Reduce by 48 units to 90,141.54
21624,VINTAGE UNION JACK DOORSTOP,A,Medium,Fashion,Volatile,1.26997022529093,4.395918367346939,5.582685439340128,245,5.923469387755102,6215.150000000001,3,0.6,19,32.0,46.0,Overstocked,Overstocked: Stock 46.0 > tolerance 35,11,0,65.16,0.0,272.48,0.19,0.04,0.97,0.999,0.001,-0.029,34.9,10.5,2026-02,2026-02-10,1,0,0,272.48,0.23913681738109216,0.1,-2.9000000000000004,97.0,99.9,#FF6B6B,#FFD700,Critical,95,A-Overstocked,Reduce by 11 units to 32,65.16
22826,LOVE SEAT ANTIQUE WHITE METAL,A,Low,Stable,Moderate,0.6681372151009252,1.6111111111111112,1.076443290995935,36,111.94444444444444,6210.0,7,1.4,8,19.0,30.0,Overstocked,Overstocked: Stock 30.0 > tolerance 21,9,0,1007.5,0.0,3358.33,2.3,0.69,0.99,1.0,0.0,-0.01,19.6,18.6,2026-02,2026-02-10,1,0,0,3358.33,0.30000029776704495,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,70,A-Overstocked,Reduce by 9 units to 19,1007.5
22080,RIBBON REEL SPOTS DESIGN ,A,Low,Stable,Volatile,1.2670705377992133,14.308270676691729,18.1295882212925,266,1.6473684210526316,6181.9,4,0.8,88,145.0,119.0,Understocked,Understocked by 26 units,0,26,0.0,42.83,196.04,0.13,0.0,0.99,0.948,0.052,0.042,43.9,8.3,2026-02,2026-02-10,0,1,0,196.04,0.0,5.2,4.2,99.0,94.8,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 26 units to 145,42.83
23541,WALL ART CLASSIC PUDDINGS ,A,Low,Stable,Volatile,1.8024262391534833,17.638297872340427,31.791730899111442,47,8.099148936170213,6154.69,4,0.8,152,223.0,157.0,Understocked,Understocked by 66 units,0,66,0.0,534.54,1271.57,0.87,0.0,0.99,0.908,0.092,0.082,41.0,8.9,2026-02,2026-02-10,0,1,0,1271.57,0.0,9.2,8.200000000000001,99.0,90.8,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 66 units to 223,534.54
23103,JINGLE BELL HEART DECORATION,A,Medium,Seasonal,Moderate,0.8674045666770313,30.876033057851238,26.782012075251146,121,1.64801652892562,6149.999999999999,4,0.8,111,235.0,123.0,Understocked,Understocked by 112 units,0,112,0.0,184.58,202.71,0.14,0.0,0.97,0.497,0.503,0.473,91.6,4.0,2026-02,2026-02-10,0,1,0,202.71,0.0,50.3,47.3,97.0,49.7,#45B7D1,#FFD700,Critical,95,A-Understocked,Increase by 112 units to 235,184.58
21746,SMALL RED RETROSPOT WINDMILL,A,Medium,Fashion,Volatile,1.173681896474613,20.696356275303643,24.290938683312636,247,1.255323886639676,6148.6,3,0.6,83,145.0,149.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,187.04,0.13,0.0,0.97,0.976,0.024,-0.006,50.7,7.2,2026-02,2026-02-10,0,0,1,187.04,0.0,2.4,-0.6,97.0,97.6,#4ECDC4,#FFD700,Low,75,A-Optimal,Maintain current levels,0.0
22526,WHEELBARROW FOR CHILDREN ,A,Low,Stable,Volatile,2.3072165023268925,3.760869565217391,8.67714032396853,138,12.66108695652174,6146.37,5,1.0,46,65.0,90.0,Overstocked,Overstocked: Stock 90.0 > tolerance 72,18,0,227.9,0.0,1139.5,0.78,0.16,0.99,1.0,0.0,-0.01,15.3,23.9,2026-02,2026-02-10,1,0,0,1139.5,0.2,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 18 units to 65,227.9
22550,HOLIDAY FUN LUDO,A,Medium,Seasonal,Volatile,1.7936698518137788,7.366379310344827,13.212852485990293,232,3.7768175287356325,6144.34,3,0.6,44,66.0,72.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,271.93,0.19,0.0,0.97,0.984,0.016,-0.014,37.3,9.8,2026-02,2026-02-10,0,0,1,271.93,0.0,1.6,-1.4000000000000001,97.0,98.4,#4ECDC4,#FFD700,Low,75,A-Optimal,Maintain current levels,0.0
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,A,High,Seasonal,Volatile,1.3507889193295932,24.539473684210527,33.14764913881173,152,1.7001731411862988,6138.86,3,0.9,86,160.0,185.0,Overstocked,Overstocked: Stock 185.0 > tolerance 176,9,0,15.3,0.0,314.53,0.22,0.01,0.92,0.965,0.035,-0.045,48.4,7.5,2026-02,2026-02-10,1,0,0,314.53,0.048644008520649866,3.5000000000000004,-4.5,92.0,96.5,#FF6B6B,#FFD700,Critical,100,A-Overstocked,Reduce by 9 units to 160,15.3
37500,TEA TIME TEAPOT IN GIFT BOX,A,Low,Stable,Volatile,2.0529835856030476,4.7514450867052025,9.75463877090003,173,8.409190751445086,6135.139999999999,4,0.8,46,65.0,121.0,Overstocked,Overstocked: Stock 121.0 > tolerance 72,50,0,420.46,0.0,1017.51,0.7,0.29,0.99,1.0,0.0,-0.01,14.3,25.5,2026-02,2026-02-10,1,0,0,1017.51,0.4132244400546432,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 50 units to 65,420.46
22504,CABIN BAG VINTAGE RETROSPOT,A,High,Fashion,Volatile,1.3146634480373771,4.419354838709677,5.809964270358731,62,25.738709677419354,6126.7,3,0.9,15,28.0,29.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,746.42,0.51,0.0,0.92,0.927,0.073,-0.007,55.6,6.6,2026-02,2026-02-10,0,0,1,746.42,0.0,7.3,-0.7000000000000001,92.0,92.7,#4ECDC4,#FFD700,Low,85,A-Optimal,Maintain current levels,0.0
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,A,Low,Stable,Volatile,1.5628087504924022,11.731060606060606,18.333404167708217,264,2.0759627525252524,6118.85,4,0.8,88,135.0,172.0,Overstocked,Overstocked: Stock 172.0 > tolerance 148,24,0,49.82,0.0,357.07,0.24,0.03,0.99,1.0,0.0,-0.01,24.9,14.7,2026-02,2026-02-10,1,0,0,357.07,0.13952446299045004,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 24 units to 135,49.82
22644,CERAMIC CHERRY CAKE MONEY BANK,A,Low,Stable,Volatile,1.348417280993442,16.791338582677167,22.641731115893823,254,1.4623265841769777,6108.03,4,0.8,110,177.0,297.0,Overstocked,Overstocked: Stock 297.0 > tolerance 195,102,0,149.16,0.0,434.31,0.3,0.1,0.99,1.0,0.0,-0.01,20.6,17.7,2026-02,2026-02-10,1,0,0,434.31,0.3434413207156179,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 102 units to 177,149.16
84692,BOX OF 24 COCKTAIL PARASOLS,A,Low,Stable,Moderate,0.9656943855679337,36.71571072319202,35.45615570752291,401,0.42576683291770573,6103.04,5,1.0,203,387.0,424.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,180.53,0.12,0.0,0.99,0.997,0.003,-0.007,31.6,11.5,2026-02,2026-02-10,0,0,1,180.53,0.0,0.3,-0.7000000000000001,99.0,99.7,#4ECDC4,#FFD700,Low,50,A-Optimal,Maintain current levels,0.0
22849,BREAD BIN DINER STYLE MINT,A,Medium,Fashion,Volatile,1.0183066358243742,3.96,4.032494277864521,100,16.266133333333332,6093.96,4,0.8,16,32.0,46.0,Overstocked,Overstocked: Stock 46.0 > tolerance 35,11,0,178.93,0.0,748.24,0.51,0.12,0.97,1.0,0.0,-0.03,31.4,11.6,2026-02,2026-02-10,1,0,0,748.24,0.23913450229872768,0.0,-3.0,97.0,100.0,#FF6B6B,#FFD700,Critical,95,A-Overstocked,Reduce by 11 units to 32,178.93
22224,WHITE LOVEBIRD LANTERN,A,Low,Stable,Volatile,1.0772053824465135,9.473214285714286,10.204597417640633,224,2.917261904761905,6067.1,4,0.8,51,89.0,160.0,Overstocked,Overstocked: Stock 160.0 > tolerance 98,62,0,180.87,0.0,466.76,0.32,0.12,0.99,1.0,0.0,-0.01,21.6,16.9,2026-02,2026-02-10,1,0,0,466.76,0.3875010712143286,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 62 units to 89,180.87
21086,SET/6 RED SPOTTY PAPER CUPS,A,Low,Stable,Volatile,1.0041887791285384,26.722063037249285,26.833995857171203,349,0.6574976122254059,6066.46,4,0.8,134,241.0,464.0,Overstocked,Overstocked: Stock 464.0 > tolerance 265,199,0,130.84,0.0,305.08,0.21,0.09,0.99,1.0,0.0,-0.01,21.0,17.4,2026-02,2026-02-10,1,0,0,305.08,0.42887111577291204,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 199 units to 241,130.84
85047,WHITE BEADED GARLAND STRING 20LIGHT,A,Low,Stable,Volatile,1.076064484973894,7.78125,8.373126773703113,128,6.294791666666666,6055.799999999999,4,0.8,42,73.0,53.0,Understocked,Understocked by 20 units,0,20,0.0,125.9,333.62,0.23,0.0,0.99,0.89,0.11,0.1,53.6,6.8,2026-02,2026-02-10,0,1,0,333.62,0.0,11.0,10.0,99.0,89.0,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 20 units to 73,125.9
47559B,TEA TIME OVEN GLOVE,A,Low,Stable,Volatile,1.1693128125821035,14.289772727272727,16.70921433888631,352,1.2543655303030303,6051.66,4,0.8,82,139.0,263.0,Overstocked,Overstocked: Stock 263.0 > tolerance 153,110,0,137.98,0.0,329.9,0.23,0.09,0.99,1.0,0.0,-0.01,19.8,18.4,2026-02,2026-02-10,1,0,0,329.9,0.41824795392543196,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 110 units to 139,137.98
22431,WATERING CAN BLUE ELEPHANT,A,Low,Stable,Volatile,1.2635357310432016,11.076124567474048,13.995079152488888,289,1.9647577854671279,6045.469999999999,4,0.8,68,112.0,139.0,Overstocked,Overstocked: Stock 139.0 > tolerance 123,16,0,31.44,0.0,273.1,0.19,0.02,0.99,0.999,0.001,-0.009,29.1,12.5,2026-02,2026-02-10,1,0,0,273.1,0.11512266569022335,0.1,-0.8999999999999999,99.0,99.9,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 16 units to 112,31.44
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,A,Low,Stable,Volatile,1.1961547507223143,3.5754189944134076,4.276754415990397,179,9.83191340782123,6034.599999999999,4,0.8,21,35.0,31.0,Understocked,Understocked by 4 units,0,4,0.0,39.33,304.79,0.21,0.0,0.99,0.968,0.032,0.022,42.1,8.7,2026-02,2026-02-10,0,1,0,304.79,0.0,3.2,2.1999999999999997,99.0,96.8,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 4 units to 35,39.33
23109,PACK OF SIX LED TEA LIGHTS,A,Low,Stable,Volatile,1.208384616323394,19.814814814814813,23.9439173975191,108,2.89,6029.1,4,0.8,117,196.0,233.0,Overstocked,Overstocked: Stock 233.0 > tolerance 216,17,0,49.13,0.0,673.37,0.46,0.03,0.99,0.999,0.001,-0.009,31.0,11.8,2026-02,2026-02-10,1,0,0,673.37,0.07296137339055794,0.1,-0.8999999999999999,99.0,99.9,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 17 units to 196,49.13
22283,6 EGG HOUSE PAINTED WOOD,A,Medium,Seasonal,Moderate,0.970386244314104,3.3175965665236054,3.219350072338208,233,7.941788268955651,6025.1900000000005,4,0.8,13,26.0,51.0,Overstocked,Overstocked: Stock 51.0 > tolerance 29,22,0,174.72,0.0,405.03,0.28,0.12,0.97,1.0,0.0,-0.03,23.7,15.4,2026-02,2026-02-10,1,0,0,405.03,0.43137545367009855,0.0,-3.0,97.0,100.0,#FF6B6B,#FFD700,Critical,85,A-Overstocked,Reduce by 22 units to 26,174.72
23175,REGENCY MILK JUG PINK ,A,Low,Stable,Volatile,1.0667595190816428,16.6218487394958,17.73151536759235,119,3.2041616646658664,6012.0,4,0.8,88,154.0,191.0,Overstocked,Overstocked: Stock 191.0 > tolerance 169,22,0,70.49,0.0,611.99,0.42,0.05,0.99,0.999,0.001,-0.009,31.8,11.5,2026-02,2026-02-10,1,0,0,611.99,0.11518162061471592,0.1,-0.8999999999999999,99.0,99.9,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 22 units to 154,70.49
22187,GREEN CHRISTMAS TREE CARD HOLDER,A,High,Seasonal,Volatile,1.1363018244875966,14.290780141843971,16.23863954852842,141,3.5076494427558256,5988.03,3,0.9,43,86.0,85.0,Understocked,Understocked by 1 units,0,1,0.0,3.51,298.15,0.2,0.0,0.92,0.913,0.087,0.007,61.4,5.9,2026-02,2026-02-10,0,1,0,298.15,0.0,8.7,0.7000000000000001,92.0,91.3,#45B7D1,#FFD700,Critical,100,A-Understocked,Increase by 1 units to 86,3.51
23236,STORAGE TIN VINTAGE DOILY ,A,Medium,Fashion,Volatile,1.1775424625778277,18.833333333333332,22.177049711882418,114,2.9641520467836258,5984.2300000000005,3,0.6,75,132.0,191.0,Overstocked,Overstocked: Stock 191.0 > tolerance 145,46,0,136.35,0.0,566.15,0.39,0.09,0.97,1.0,0.0,-0.03,36.0,10.1,2026-02,2026-02-10,1,0,0,566.15,0.24083723394860018,0.0,-3.0,97.0,100.0,#FF6B6B,#FFD700,Critical,95,A-Overstocked,Reduce by 46 units to 132,136.35
37370,RETRO COFFEE MUGS ASSORTED,A,Medium,Fashion,Volatile,1.493110706759685,23.18099547511312,34.61179253723921,221,1.2438129713423833,5981.85,3,0.6,116,186.0,160.0,Understocked,Understocked by 26 units,0,26,0.0,32.34,199.01,0.14,0.0,0.97,0.929,0.071,0.041,52.9,6.9,2026-02,2026-02-10,0,1,0,199.01,0.0,7.1,4.1000000000000005,97.0,92.9,#45B7D1,#FFD700,Critical,100,A-Understocked,Increase by 26 units to 186,32.34
21563,RED HEART SHAPE LOVE BUCKET ,A,Low,Stable,Volatile,1.6618551261532106,9.60909090909091,15.968916984944942,220,2.943242424242424,5973.22,4,0.8,76,114.0,70.0,Understocked,Understocked by 44 units,0,44,0.0,129.5,206.03,0.14,0.0,0.99,0.832,0.168,0.158,50.1,7.3,2026-02,2026-02-10,0,1,0,206.03,0.0,16.8,15.8,99.0,83.2,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 44 units to 114,129.5
21704,BAG 250g SWIRLY MARBLES,A,Low,Stable,Volatile,1.019607767193753,27.205882352941178,27.739328960418277,272,0.8491237745098039,5963.96,4,0.8,139,248.0,172.0,Understocked,Understocked by 76 units,0,76,0.0,64.53,146.05,0.1,0.0,0.99,0.855,0.145,0.135,57.7,6.3,2026-02,2026-02-10,0,1,0,146.05,0.0,14.499999999999998,13.5,99.0,85.5,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 76 units to 248,64.53
22432,WATERING CAN PINK BUNNY,A,Low,Stable,Volatile,1.3218746237490129,11.917910447761194,15.753983389008757,268,1.9374253731343285,5958.54,4,0.8,77,125.0,87.0,Understocked,Understocked by 38 units,0,38,0.0,73.62,168.56,0.12,0.0,0.99,0.884,0.116,0.106,50.0,7.3,2026-02,2026-02-10,0,1,0,168.56,0.0,11.600000000000001,10.6,99.0,88.4,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 38 units to 125,73.62
21033,JUMBO BAG CHARLIE AND LOLA TOYS,A,Low,Stable,Volatile,1.6980198020971513,14.246376811594203,24.190629934224635,207,2.620318035426731,5949.9,4,0.8,116,173.0,126.0,Understocked,Understocked by 47 units,0,47,0.0,123.15,330.16,0.23,0.0,0.99,0.918,0.082,0.072,41.3,8.8,2026-02,2026-02-10,0,1,0,330.16,0.0,8.200000000000001,7.199999999999999,99.0,91.8,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 47 units to 173,123.15
22349,DOG BOWL CHASING BALL DESIGN,A,Low,Stable,Volatile,1.1575007138907858,7.139130434782609,8.263548574820305,230,3.740021739130435,5948.92,4,0.8,41,70.0,50.0,Understocked,Understocked by 20 units,0,20,0.0,74.8,187.0,0.13,0.0,0.99,0.89,0.11,0.1,52.1,7.0,2026-02,2026-02-10,0,1,0,187.0,0.0,11.0,10.0,99.0,89.0,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 20 units to 70,74.8
22907,PACK OF 20 NAPKINS PANTRY DESIGN,A,Low,Stable,Volatile,1.17914334074172,24.085808580858085,28.40062079449859,303,0.8492409240924093,5939.719999999999,4,0.8,140,236.0,345.0,Overstocked,Overstocked: Stock 345.0 > tolerance 260,85,0,72.19,0.0,292.99,0.2,0.05,0.99,1.0,0.0,-0.01,25.5,14.3,2026-02,2026-02-10,1,0,0,292.99,0.24639066179733096,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 85 units to 236,72.19
85174,S/4 CACTI CANDLES,A,Low,Stable,Volatile,1.4185801484962033,7.797687861271676,11.061645204169816,173,4.925847784200386,5899.03,4,0.8,53,84.0,65.0,Understocked,Understocked by 19 units,0,19,0.0,93.59,320.18,0.22,0.0,0.99,0.929,0.071,0.061,43.8,8.3,2026-02,2026-02-10,0,1,0,320.18,0.0,7.1,6.1,99.0,92.9,#45B7D1,#FFD700,Critical,90,A-Understocked,Increase by 19 units to 84,93.59
20829,GLITTER HANGING BUTTERFLY STRING,A,Low,Stable,Volatile,1.1746414533128355,10.421245421245422,12.241226866941455,273,2.1169078144078144,5897.6900000000005,4,0.8,60,102.0,104.0,Optimal,Within A-item guidelines,0,0,0.0,0.0,220.16,0.15,0.0,0.99,0.992,0.008,-0.002,36.6,10.0,2026-02,2026-02-10,0,0,1,220.16,0.0,0.8,-0.2,99.0,99.2,#4ECDC4,#FFD700,Low,60,A-Optimal,Maintain current levels,0.0
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,A,Low,Stable,Volatile,1.2231559788009558,26.021201413427562,31.827988084417804,283,0.8440206124852768,5887.34,4,0.8,156,260.0,480.0,Overstocked,Overstocked: Stock 480.0 > tolerance 286,194,0,163.74,0.0,405.13,0.28,0.11,0.99,1.0,0.0,-0.01,19.8,18.4,2026-02,2026-02-10,1,0,0,405.13,0.4041665638190211,0.0,-1.0,99.0,100.0,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 194 units to 260,163.74
21874,GIN AND TONIC MUG,A,Low,Stable,Volatile,1.4482913958225012,15.79344262295082,22.87350706123603,305,1.2885967213114753,5866.03,4,0.8,110,173.0,209.0,Overstocked,Overstocked: Stock 209.0 > tolerance 190,19,0,24.48,0.0,269.32,0.18,0.02,0.99,0.999,0.001,-0.009,27.6,13.2,2026-02,2026-02-10,1,0,0,269.32,0.09089558889053914,0.1,-0.8999999999999999,99.0,99.9,#FF6B6B,#FFD700,Critical,80,A-Overstocked,Reduce by 19 units to 173,24.48
